QID,Domain,Bloom_Level,Difficulty,Question
1695,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
1696,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
1697,Data Science,Knowledge,Medium,"What is a feature?"
1698,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
1699,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
1700,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
1701,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
1702,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
1703,Cybersecurity,Knowledge,Hard,"What is an air gap?"
1704,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
1705,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
1706,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
1707,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
1708,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
1709,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
1710,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
1711,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
1712,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
1713,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
1714,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
1715,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
1716,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
1717,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
1718,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
1719,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
1720,Machine Learning,Knowledge,Easy,"What is an algorithm?"
1721,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
1722,Cloud Computing,Knowledge,Easy,"What is IaaS (Infrastructure as a Service)?"
1723,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
1724,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
1725,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
1726,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
1727,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
1728,IoT,Comprehension,Easy,"Explain how a smart home hub works."
1729,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
1730,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
1731,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
1732,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
1733,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
1734,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
1735,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
1736,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
1737,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
1738,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
1739,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
1740,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
1741,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
1742,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
1743,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
1744,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
1745,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
1746,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
1747,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
1748,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
1749,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
1750,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
1751,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
1752,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
1753,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
1754,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
1755,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
1756,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
1757,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
1758,Big Data,Knowledge,Easy,"What is HDFS?"
1759,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
1760,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
1761,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
1762,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
1763,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
1764,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
1765,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
1766,Big Data,Comprehension,Easy,"Explain what MapReduce does."
1767,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
1768,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
1769,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
1770,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
1771,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
1772,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
1773,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
1774,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
1775,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
1776,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
1777,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
1778,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
1779,Cybersecurity,Knowledge,Easy,"What is phishing?"
1780,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
1781,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
1782,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
1783,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
1784,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
1785,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
1786,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
1787,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
1788,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
1789,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
1790,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
